candidate_uid,title,year,authors,venue,canonical_url,canonical_ids,source_pathways,source_names,selection_searches,selection_decisions,selection_rows,snowball_directions,snowball_decisions,snowball_seed_record_ids,snowball_rows,snowball_reason_samples,included_final,linked_record_id,primary_pathway,reconciliation_status
URL_f45ab24eb9,Hierarchical RNNs with graph policy and attention for drone swarm,2024,Xiaolong Wei; Wenpeng Cui; Xianglin Huang; Lifang Yang; XiaoQi Geng; Zhulin Tao; Yan Zhai,,https://openalex.org/w4393118594,url:https://openalex.org/w4393118594,snowballing,snowballing,,,0,forward,exclude,A022,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_089410ea2b,Humans vs. large language models: Judgmental forecasting in an era of advanced AI,2024,Mahdi Abolghasemi; Odkhishig Ganbold; Kristian Rotaru,,https://openalex.org/w4403213148,url:https://openalex.org/w4403213148,snowballing,snowballing,,,0,forward,exclude,A038 | A048,2,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_0376c93de3,HXPY : a high performance data processing package for financial time-series data,2022,Jiadong Guo,,https://openalex.org/w4310027047,url:https://openalex.org/w4310027047,snowballing,snowballing,,,0,forward,exclude,A034,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_0aaaa29593,Implementing a provincial-level universal daily industrial carbon emissions prediction by fine-tuning the large language model,2025,Zhengyuan Feng; Yuheng Sun; Jun Ning; Shoujuan Tang; Guangxin Liu; Fangtao Liu; Yang Li; Lei Shi,,https://openalex.org/w4406506351,url:https://openalex.org/w4406506351,snowballing,snowballing,,,0,forward,exclude,A038,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_13c41a1f3b,Implementing domain-specific LLMs for strategic investment decisions: a retrospective case study comparing AI and human expertise,2025,Mohamed A. Hamid,,https://openalex.org/w4417232768,url:https://openalex.org/w4417232768,snowballing,snowballing,,,0,forward,exclude,A023,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_4ebb60c9b2,Integrating Knowledge Graph Reasoning with Pretrained Language Models for Structured Anomaly Detection,2025,Xiqing Liu; Ying Qin; Qingqing Xu; Zhengyi Liu; Xiaojun Guo; W. L. Xu,,https://openalex.org/w4415970322,url:https://openalex.org/w4415970322,snowballing,snowballing,,,0,forward,exclude,A046,1,Generic anomaly-detection / knowledge-graph method; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_da1a4ef735,"Integrating large language model and digital twins in the context of industry 5.0: Framework, challenges and opportunities",2025,Chong Chen; K Zhao; Jiewu Leng; Chao Liu; Junming Fan; Pai Zheng,,https://openalex.org/w4407325419,url:https://openalex.org/w4407325419,snowballing,snowballing,,,0,forward,exclude,A035,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_3d9ac317b2,Interacting Large Language Model Agents. Bayesian Social Learning Based Interpretable Models,2025,Adit Jain; Vikram Krishnamurthy,,https://openalex.org/w4407127924,url:https://openalex.org/w4407127924,snowballing,snowballing,,,0,forward,exclude,A023,1,Generic multi-agent social learning model; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_018a2633c8,Investigate How Market Behaves: Toward an Explanatory Multitasking Based Analytical Model for Financial Investments,2024,Sarmistha Das; Ujjwal Chowdhury; N. S. Lijin; Atulya Deep; Sriparna Saha; Alka Maurya,,https://openalex.org/w4392151684,url:https://openalex.org/w4392151684,snowballing,snowballing,,,0,forward,exclude,A033,1,Financial-investment analytics paper without a clear agentic/LLM trading-system contribution.,no,,snowballing,screened_excluded
URL_854b3220fe,"Investigating the impact of sentiments on stock market using digital proxies: Current trends, challenges, and future directions",2025,T. Raghavendra Gupta; Shridev Devji; Ashish Kumar Tripathi,,https://openalex.org/w4410090538,url:https://openalex.org/w4410090538,snowballing,snowballing,,,0,forward,exclude,A024 | A036 | A037 | A044,4,Survey/review on sentiment proxies and stock-market impact; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_25d999a0bf,Investigating undergraduate students' perceptions and awareness of using ChatGPT as a regular assistance tool: A user acceptance perspective study,2024,Hayder Albayati,,https://openalex.org/w4390816686,url:https://openalex.org/w4390816686,snowballing,snowballing,,,0,forward,exclude,A027,1,Education/user-perception study; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_137ee90a03,Invited Paper: VerilogEval: Evaluating Large Language Models for Verilog Code Generation,2023,Mingjie Liu; Nathaniel Pinckney; Brucek Khailany; Haoxing Ren,,https://openalex.org/w4389166737,url:https://openalex.org/w4389166737,snowballing,snowballing,,,0,forward,exclude,A027,1,Code-generation benchmark unrelated to finance/trading.,no,,snowballing,screened_excluded
URL_20c574dd0e,Is ChatGPT a Financial Expert? Evaluating Language Models on Financial Natural Language Processing,2023,Yue Guo; Zian Xu; Yi Yang,,https://openalex.org/w4389520133,url:https://openalex.org/w4389520133,snowballing,snowballing,,,0,forward,exclude,A033,1,Benchmark/evaluation of general LLMs on financial NLP tasks; useful background but not a direct trading-system contribution.,no,,snowballing,screened_excluded
URL_c8899a615f,Is GPT-4 a Good Data Analyst?,2023,Liying Cheng; Xingxuan Li; Lidong Bing,,https://openalex.org/w4389520463,url:https://openalex.org/w4389520463,snowballing,snowballing,,,0,forward,exclude,A027,1,"Generic data-analysis evaluation, not finance/trading system contribution.",no,,snowballing,screened_excluded
URL_0d973d3730,"Knowledge distillation for financial large language models: a systematic review of strategies, applications, and evaluation",2025,J Shi; Xulong Zhang; Xiaoyang Qu; Jiacheng Xie; Jianzong Wang,,https://openalex.org/w4416303635,url:https://openalex.org/w4416303635,snowballing,snowballing,,,0,forward,exclude,A046,1,Systematic review on distillation for financial LLMs; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_759a7d5c5b,Knowledge sharing in manufacturing using LLM-powered tools: user study and model benchmarking,2024,Samuel Kernan Freire; Chaofan Wang; Mina Foosherian; Stefan Wellsandt; Santiago Ruiz-Arenas; Evangelos Niforatos,,https://openalex.org/w4393231265,url:https://openalex.org/w4393231265,snowballing,snowballing,,,0,forward,exclude,A033,1,Manufacturing knowledge-sharing study; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_c2e7ed4ad3,Language Models for Automated Market Commentary from Corporate Disclosures,2025,Gabriel Assis; H. Dutra; Daniela Vianna; Wagner Meira; Altigran Soares da Silva; Aline Paes,,https://openalex.org/w4416232941,url:https://openalex.org/w4416232941,snowballing,snowballing,,,0,forward,exclude,A046,1,Automated market-commentary generation from disclosures; adjacent analyst-support task rather than a direct trading-system contribution.,no,,snowballing,screened_excluded
URL_eb3616db30,Large Language Model Adaptation for Financial Sentiment Analysis,2023,Pau Rodriguez Inserte; Mariam Nakhlé; Raheel Qader; Gaëtan Caillaut; Jingshu Liu,,https://openalex.org/w4395101985,url:https://openalex.org/w4395101985,snowballing,snowballing,,,0,forward,exclude,A033,1,"Financial sentiment-model adaptation paper, but narrower NLP background rather than a direct trading-system contribution.",no,,snowballing,screened_excluded
URL_d717c2ec69,Large Language Model for Dynamic Strategy Interchange in Financial Markets,2024,Xingyu Zhong; Zongyi Zhao; Bingda Yan; Qingzhen Xu,,https://openalex.org/w4400114203,url:https://openalex.org/w4400114203,snowballing,snowballing,,,0,forward,exclude,A043,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_c7c8e99de2,Large Language Models Acing Chartered Accountancy,2025,Jatin Gupta; A. K. Sharma; Saransh Singhania; Mohammad Adnan; Sakshi Deo; Ali Imam Abidi; Keshav Gupta,,https://openalex.org/w4416136020,url:https://openalex.org/w4416136020,snowballing,snowballing,,,0,forward,exclude,A046,1,Accountancy exam/performance paper; outside trading/portfolio scope.,no,,snowballing,screened_excluded
URL_a1277ecc28,Large Language Models and Artificial Intelligence Generated Content Technologies Meet Communication Networks,2024,Jie Guo; Meiting Wang; Hang Yin; Bin Song; Yuhao Chi; Fei Fei Yu; Chau Yuen,,https://openalex.org/w4404293809,url:https://openalex.org/w4404293809,snowballing,snowballing,,,0,forward,exclude,A028,1,Communication-networks paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_fa643a8c1e,"Large Language Models and Sentiment Analysis in Financial Markets: A Review, Datasets, and Case Study",2024,Chenghao Liu; Arunkumar Arulappan; Ranesh Kumar Naha; Aniket Mahanti; Joarder Kamruzzaman; In-Ho Ra,,https://openalex.org/w4401691580,url:https://openalex.org/w4401691580,snowballing,snowballing,,,0,forward,exclude,A022 | A023 | A029 | A033 | A048,5,"Finance-focused review with case study, but primarily background/survey rather than a direct trading-system contribution; excluded to keep the corpus scoped.",no,,snowballing,screened_excluded
URL_151dab534b,Large Language Models are Zero-Shot Next Location Predictors,2025,Ciro Beneduce; Bruno Lepri; Massimiliano Luca,,https://openalex.org/w4409991400,url:https://openalex.org/w4409991400,snowballing,snowballing,,,0,forward,exclude,A029,1,Mobility/location prediction paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_edfa31b8ce,Large Language Models as Simulated Human Investors: A Paradox of Model Sophistication,2025,Jilin Wang; Yongxin Xu; L Zhang,,https://openalex.org/w4413811579,url:https://openalex.org/w4413811579,snowballing,snowballing,,,0,forward,exclude,A023,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_558abb0773,Large language models empowered agent-based modeling and simulation: a survey and perspectives,2024,Chen Gao; Xiaochong Lan; Nian Li; Yuan Yuan; Jingtao Ding; Zhilun Zhou; Fengli Xu; Yong Li,,https://openalex.org/w4402901320,url:https://openalex.org/w4402901320,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_0f60f76fa5,Large Language Models for Mobility Analysis in Transportation Systems: A Survey on Forecasting Tasks,2025,Z. Zhang; Yujie Sun; Zepu Wang; Yuqi Nie; Xiaobo Ma; Ruolin Li; Peng Sun; Xuegang Ban,,https://openalex.org/w4414813236,url:https://openalex.org/w4414813236,snowballing,snowballing,,,0,forward,exclude,A037 | A038,2,Transportation/mobility forecasting survey; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_61bdb457de,Large Language Models for Software Engineering: Survey and Open Problems,2023,Angela Fan; Beliz Gokkaya; Mark Harman; Mitya Lyubarskiy; Shubho Sengupta; Shin Yoo; Jie M. Zhang,,https://openalex.org/w4392414327,url:https://openalex.org/w4392414327,snowballing,snowballing,,,0,forward,exclude,A035,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_3a4889df87,"Large Language Models in equity markets: applications, techniques, and insights",2025,Aakanksha Jadhav; Vishal Mirza,,https://openalex.org/w4413745906,url:https://openalex.org/w4409291602 | url:https://openalex.org/w4413745906,snowballing,snowballing,,,0,forward,exclude,A050 | A052,4,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_24fd8d426e,Large Language Models in Finance: A Survey,2023,Yinheng Li; Shaofei Wang; Han Ding; Hang Chen,,https://openalex.org/w4388994228,url:https://openalex.org/w4388994228,snowballing,snowballing,,,0,forward,exclude,A028 | A029 | A040,3,Broad survey of LLMs in finance; redundant background relative to surveys already in the corpus.,no,,snowballing,screened_excluded
URL_822d72b2b0,"Large Language Models: A Comprehensive Survey of its Applications, Challenges, Limitations, and Future Prospects",2023,Muhammad Usman Hadi; qasem al tashi; Rizwan Qureshi; Abbas Shah; Amgad Muneer; Muhammad Irfan; Anas Zafar; Muhammad Bilal Shaikh; Naveed Akhtar; Jia Wu; Seyedali Mirjalili,,https://openalex.org/w4388725733,url:https://openalex.org/w4383860339 | url:https://openalex.org/w4385067052 | url:https://openalex.org/w4386917649 | url:https://openalex.org/w4388725733,snowballing,snowballing,,,0,forward,exclude,A027 | A028,8,Generic LLM survey; excluded as non-finance background.,no,,snowballing,screened_excluded
URL_e213b6b8ad,"Large language models: a survey of their development, capabilities, and applications",2024,Yadagiri Annepaka; Partha Pakray,,https://openalex.org/w4405925082,url:https://openalex.org/w4405925082,snowballing,snowballing,,,0,forward,exclude,A028,1,Generic LLM survey; excluded as non-finance background.,no,,snowballing,screened_excluded
